trip_id,month,season,zone_id,zone_name,latitude,longitude,origin_harbour_id,distance_from_port_km,species,species_suitable_for_zone,gear_type,boat_type,trip_duration_hours,hour_of_day,sea_surface_temperature_c,chlorophyll_mg_m3,wave_height_m,wind_speed_kmh,wind_direction,rainfall_mm,zone_yield_score,fishing_effort_vessels,demand,catch_kg,market_price_per_kg,fuel_cost_inr,transport_cost_inr
DEMO-00101,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8908,77.1937,HBR-TUT,167.9,Tuna,1,Hook & Line,Mechanized Trawler,13.6,18,27.2,2.42,1.0,12.6,W,13.1,98,12,High,100.2,391.58,5641.0,1091.0
DEMO-00102,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6645,70.1513,HBR-VER,33.4,Pomfret,1,Gillnet,Motorized,8.8,18,28.26,1.46,1.28,10.7,S,10.2,91,14,High,24.9,724.0,701.0,217.0
DEMO-00103,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.548,83.6526,HBR-VSK,50.2,Tuna,1,Ring Seine,Mechanized Trawler,13.5,19,28.95,1.33,1.2,10.0,N,0.1,87,1,High,251.2,337.51,1687.0,326.0
DEMO-00104,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5794,83.6789,HBR-VSK,46.8,Tuna,1,Longline,Mechanized Trawler,15.8,5,28.13,1.26,1.04,14.1,SW,8.6,87,2,High,162.6,371.53,1572.0,304.0
DEMO-00105,3,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8628,72.8598,HBR-MNG,491.0,Mackerel,1,Hook & Line,Mechanized Trawler,12.6,9,29.01,1.01,0.41,20.3,NE,9.5,78,3,High,88.3,300.87,16498.0,3192.0
DEMO-00106,8,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4904,83.6436,HBR-VSK,45.8,Mackerel,0,Trawl,Mechanized Trawler,14.2,16,29.12,1.42,1.39,22.4,S,0.6,87,8,High,109.7,226.29,1539.0,298.0
DEMO-00107,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8615,75.614,HBR-KOC,76.5,Tuna,1,Longline,Mechanized Trawler,13.1,8,28.19,1.94,1.3,31.7,N,9.7,94,11,High,79.9,346.6,2570.0,497.0
DEMO-00108,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8433,77.1973,HBR-TUT,133.9,Kingfish,0,Trawl,Mechanized Trawler,15.3,18,28.42,2.03,1.33,7.3,SW,2.4,98,10,Medium,111.2,543.89,4499.0,870.0
DEMO-00109,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.8119,77.1595,HBR-TUT,161.3,Tuna,1,Ring Seine,Mechanized Trawler,13.7,4,27.81,2.14,1.31,23.9,SW,13.4,98,11,High,136.8,359.58,5420.0,1048.0
DEMO-00110,7,monsoon,PFZ-02,Mangaluru Shelf Front,12.6735,74.3262,HBR-MNG,59.5,Kingfish,1,Ring Seine,Mechanized Trawler,15.8,8,27.96,1.02,1.75,18.7,S,0.3,89,5,Medium,68.2,456.4,1999.0,387.0
DEMO-00111,2,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7883,72.7942,HBR-MNG,494.4,Mackerel,1,Longline,Mechanized Trawler,10.0,19,28.05,2.15,1.46,7.7,S,1.3,78,6,High,134.9,281.46,16612.0,3214.0
DEMO-00112,2,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5965,70.2213,HBR-VER,36.4,Pomfret,1,Longline,Motorized,5.3,4,28.47,2.61,1.29,17.5,W,0.4,91,1,High,22.5,835.88,764.0,237.0
DEMO-00113,11,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8114,80.1464,HBR-CHN,150.4,Pomfret,0,Hook & Line,Mechanized Trawler,12.4,4,28.79,1.43,0.95,16.5,S,5.0,72,6,High,24.3,717.28,5053.0,978.0
DEMO-00114,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7869,80.2251,HBR-CHN,158.5,Mackerel,0,Gillnet,Mechanized Trawler,13.5,18,29.26,0.69,0.97,6.2,S,25.2,72,14,High,113.3,300.28,5326.0,1030.0
DEMO-00115,12,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5953,70.1813,HBR-VER,33.6,Pomfret,1,Longline,Motorized,8.2,7,28.61,2.17,1.68,12.8,SW,5.9,91,11,High,17.4,774.42,706.0,218.0
DEMO-00116,11,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5834,70.2112,HBR-VER,34.3,Mackerel,0,Longline,Motorized,13.2,5,27.88,2.25,1.11,14.1,SE,1.4,91,5,High,145.7,271.21,720.0,223.0
DEMO-00117,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8851,72.9124,HBR-MNG,563.9,Mackerel,1,Trawl,Mechanized Trawler,17.0,4,27.59,1.21,0.79,18.2,NE,14.7,78,10,High,190.7,258.51,18947.0,3665.0
DEMO-00118,9,monsoon,PFZ-02,Mangaluru Shelf Front,12.7236,74.2478,HBR-MNG,64.9,Kingfish,1,Hook & Line,Mechanized Trawler,17.2,7,27.6,1.88,1.31,28.1,SW,6.1,89,5,Medium,36.4,439.52,2181.0,422.0
DEMO-00119,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8715,75.5402,HBR-KOC,68.1,Tuna,1,Ring Seine,Mechanized Trawler,15.0,18,27.49,2.29,2.49,20.8,SE,10.1,94,7,High,80.8,388.39,2288.0,443.0
DEMO-00120,2,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4253,83.6686,HBR-VSK,44.7,Pomfret,0,Gillnet,Motorized,5.5,10,29.97,2.0,1.36,11.6,N,2.0,87,1,High,18.6,837.59,939.0,291.0
DEMO-00121,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6575,70.1309,HBR-VER,38.8,Pomfret,1,Hook & Line,Motorized,10.8,8,27.12,2.03,1.94,21.2,NE,10.7,91,8,High,8.6,722.43,815.0,252.0
DEMO-00122,11,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5854,70.1087,HBR-VER,34.3,Mackerel,0,Hook & Line,Motorized,8.9,6,28.23,1.8,1.5,14.8,SE,9.7,91,14,High,49.0,249.24,720.0,223.0
DEMO-00123,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.7802,77.253,HBR-TUT,144.0,Tuna,1,Longline,Mechanized Trawler,14.2,4,28.44,1.87,1.53,22.6,SE,13.4,98,15,High,69.9,382.65,4838.0,936.0
DEMO-00124,11,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9128,75.5909,HBR-KOC,77.7,Pomfret,0,Gillnet,Mechanized Trawler,15.3,8,27.11,1.61,1.35,21.1,NE,5.0,94,12,High,42.0,764.69,2611.0,505.0
DEMO-00125,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5215,83.6313,HBR-VSK,45.4,Tuna,1,Trawl,Mechanized Trawler,14.1,14,29.05,1.7,1.65,18.2,NW,6.4,87,9,High,82.7,330.5,1525.0,295.0
DEMO-00126,2,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7712,80.1551,HBR-CHN,132.4,Tuna,0,Trawl,Mechanized Trawler,13.5,6,28.54,1.22,1.0,3.7,NE,1.3,72,5,High,225.3,380.03,4449.0,861.0
DEMO-00127,1,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.849,80.2324,HBR-CHN,137.8,Mackerel,0,Longline,Mechanized Trawler,16.7,7,28.77,1.04,1.19,19.5,SW,0.6,72,5,High,114.5,256.4,4630.0,896.0
DEMO-00128,11,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.843,77.179,HBR-TUT,166.6,Tuna,1,Hook & Line,Mechanized Trawler,13.3,16,27.49,1.88,0.55,20.6,W,12.0,98,9,High,64.7,333.7,5598.0,1083.0
DEMO-00129,2,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.668,70.2098,HBR-VER,32.5,Pomfret,1,Longline,Motorized,9.8,4,28.95,1.37,1.18,16.2,NW,6.8,91,9,High,19.1,845.05,682.0,211.0
DEMO-00130,2,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8249,72.8867,HBR-MNG,508.5,Mackerel,1,Ring Seine,Mechanized Trawler,14.4,4,30.45,1.13,1.09,13.0,NW,2.1,78,1,High,254.1,299.31,17086.0,3305.0
DEMO-00131,11,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.471,83.7132,HBR-VSK,50.6,Tuna,1,Longline,Mechanized Trawler,13.7,18,28.92,1.82,1.72,12.7,NE,4.1,87,6,High,121.6,321.41,1700.0,329.0
DEMO-00132,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4745,83.6315,HBR-VSK,47.1,Tuna,1,Ring Seine,Mechanized Trawler,17.3,4,28.42,1.5,0.6,12.9,SW,13.2,87,8,High,178.2,350.16,1583.0,306.0
DEMO-00133,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4815,83.6262,HBR-VSK,47.0,Tuna,1,Gillnet,Mechanized Trawler,15.4,4,29.17,1.25,1.09,15.4,E,7.0,87,4,High,132.9,370.91,1579.0,306.0
DEMO-00134,1,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.8274,74.2661,HBR-MNG,64.0,Kingfish,1,Longline,Mechanized Trawler,16.9,18,28.24,1.5,1.52,14.6,E,0.9,89,7,Medium,58.5,510.9,2150.0,416.0
DEMO-00135,9,monsoon,PFZ-03,Wadge Bank Special Zone,7.7792,77.1748,HBR-TUT,153.0,Tuna,1,Longline,Mechanized Trawler,12.0,6,27.07,2.53,2.54,33.6,W,13.8,98,10,High,34.8,354.81,5141.0,994.0
DEMO-00136,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4832,83.6263,HBR-VSK,47.9,Tuna,1,Longline,Mechanized Trawler,10.9,12,29.32,1.96,0.2,12.6,W,30.5,87,5,High,133.1,359.41,1609.0,311.0
DEMO-00137,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.821,74.2438,HBR-MNG,66.2,Kingfish,1,Longline,Mechanized Trawler,15.6,17,27.88,1.52,1.75,16.6,W,1.0,89,4,Medium,53.4,450.67,2224.0,430.0
DEMO-00138,10,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.9085,80.2769,HBR-CHN,148.2,Kingfish,0,Gillnet,Mechanized Trawler,20.8,10,28.4,1.43,0.61,11.9,W,1.6,72,4,Medium,82.3,424.03,4980.0,963.0
DEMO-00139,2,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6856,70.1808,HBR-VER,40.3,Pomfret,1,Ring Seine,Motorized,12.9,14,28.6,0.95,1.62,13.0,S,13.4,91,8,High,20.9,769.13,846.0,262.0
DEMO-00140,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.893,77.2254,HBR-TUT,143.3,Tuna,1,Hook & Line,Mechanized Trawler,15.1,17,27.69,2.28,1.52,26.7,SE,0.1,98,10,High,71.2,340.26,4815.0,931.0
DEMO-00141,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4679,83.6323,HBR-VSK,48.4,Tuna,1,Ring Seine,Mechanized Trawler,14.1,18,28.72,1.54,0.36,5.8,W,0.4,87,5,High,388.3,393.13,1626.0,315.0
DEMO-00142,2,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5225,83.7766,HBR-VSK,43.5,Tuna,1,Longline,Motorized,4.1,7,29.64,1.58,0.65,10.2,SW,2.0,87,3,High,57.6,414.74,914.0,283.0
DEMO-00143,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5486,83.7084,HBR-VSK,53.2,Tuna,1,Trawl,Mechanized Trawler,16.1,6,29.33,1.48,2.08,7.5,NW,5.9,87,5,High,105.8,393.35,1788.0,346.0
DEMO-00144,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6142,70.1831,HBR-VER,36.2,Pomfret,1,Hook & Line,Mechanized Trawler,12.4,4,27.21,2.37,1.91,17.7,N,0.5,91,9,High,15.5,796.33,1216.0,235.0
DEMO-00145,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.832,75.6212,HBR-KOC,70.5,Mackerel,1,Hook & Line,Mechanized Trawler,13.8,7,28.51,1.8,2.22,19.1,N,21.4,94,13,High,46.1,245.69,2369.0,458.0
DEMO-00146,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5001,83.6892,HBR-VSK,51.6,Tuna,1,Longline,Mechanized Trawler,15.0,4,29.17,2.07,0.79,21.4,E,0.8,87,3,High,112.1,342.92,1734.0,335.0
DEMO-00147,9,monsoon,PFZ-03,Wadge Bank Special Zone,7.8785,77.2172,HBR-TUT,135.0,Tuna,1,Gillnet,Mechanized Trawler,13.3,9,27.57,1.7,2.32,20.8,S,18.2,98,13,High,36.8,334.14,4536.0,878.0
DEMO-00148,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5537,83.6224,HBR-VSK,46.4,Tuna,1,Trawl,Mechanized Trawler,9.6,7,28.6,1.86,2.46,18.6,NW,2.1,87,4,High,55.7,332.83,1559.0,302.0
DEMO-00149,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8199,75.6438,HBR-KOC,73.1,Sardine,1,Longline,Mechanized Trawler,19.0,19,28.73,1.76,1.45,3.0,S,5.4,94,8,Medium,285.1,187.99,2456.0,475.0
DEMO-00150,4,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9259,72.9055,HBR-MNG,444.9,Mackerel,1,Gillnet,Mechanized Trawler,16.5,7,28.91,1.84,0.99,15.0,NW,1.9,78,1,High,227.2,301.64,14949.0,2892.0
DEMO-00151,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7821,77.1785,HBR-TUT,144.2,Tuna,1,Hook & Line,Mechanized Trawler,15.3,4,27.15,2.68,0.93,12.1,N,4.6,98,12,High,108.0,333.18,4845.0,937.0
DEMO-00152,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8165,75.5952,HBR-KOC,79.8,Sardine,1,Gillnet,Mechanized Trawler,15.6,6,29.69,1.49,1.25,12.2,N,6.1,94,7,Medium,269.8,173.19,2681.0,519.0
DEMO-00153,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.814,75.6491,HBR-KOC,65.7,Tuna,1,Trawl,Mechanized Trawler,12.7,10,27.78,1.91,0.61,13.2,N,19.0,94,8,High,194.0,351.59,2208.0,427.0
DEMO-00154,2,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8696,77.277,HBR-TUT,139.2,Tuna,1,Trawl,Mechanized Trawler,12.2,8,26.99,2.26,1.3,15.9,NW,1.7,98,12,High,177.7,380.0,4677.0,905.0
DEMO-00155,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8935,72.8498,HBR-MNG,560.9,Mackerel,1,Trawl,Mechanized Trawler,14.6,16,28.73,0.85,1.23,9.9,NW,8.7,78,1,High,159.4,249.96,18846.0,3646.0
DEMO-00156,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7162,74.2837,HBR-MNG,56.1,Kingfish,1,Trawl,Mechanized Trawler,12.0,9,28.18,1.4,1.31,17.6,NE,0.6,89,7,Medium,43.8,448.18,1885.0,365.0
DEMO-00157,11,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.7169,70.0863,HBR-VER,40.2,Pomfret,1,Gillnet,Motorized,6.2,15,26.52,2.29,1.8,13.1,N,2.0,91,7,High,11.8,718.22,844.0,261.0
DEMO-00158,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9214,75.6628,HBR-KOC,68.7,Sardine,1,Longline,Mechanized Trawler,15.9,6,29.57,1.89,0.57,26.0,W,6.0,94,7,Medium,275.4,168.48,2308.0,447.0
DEMO-00159,1,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8997,80.2537,HBR-CHN,134.6,Pomfret,0,Hook & Line,Mechanized Trawler,7.5,4,29.08,1.11,0.7,17.9,SE,2.8,72,5,High,19.7,744.72,4523.0,875.0
DEMO-00160,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6069,70.0702,HBR-VER,33.2,Tuna,0,Ring Seine,Mechanized Trawler,11.3,4,28.66,1.08,0.3,15.6,NE,3.3,91,5,High,234.1,352.18,1116.0,216.0
DEMO-00161,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6645,70.1758,HBR-VER,35.5,Pomfret,1,Hook & Line,Motorized,6.5,18,27.22,1.58,2.3,17.5,W,16.3,91,13,High,5.3,670.5,746.0,231.0
DEMO-00162,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4791,83.7693,HBR-VSK,51.9,Tuna,1,Hook & Line,Mechanized Trawler,19.0,5,29.58,1.93,1.39,6.5,SW,2.1,87,13,High,99.9,396.54,1744.0,337.0
DEMO-00163,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5363,83.7099,HBR-VSK,53.5,Tuna,1,Longline,Mechanized Trawler,15.1,7,28.48,1.84,1.56,18.2,NE,2.2,87,6,High,106.7,372.54,1798.0,348.0
DEMO-00164,4,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8574,77.2747,HBR-TUT,162.1,Tuna,1,Longline,Mechanized Trawler,16.2,6,27.91,2.26,0.97,13.6,E,11.0,98,13,High,158.7,375.09,5447.0,1054.0
DEMO-00165,9,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4601,83.72,HBR-VSK,44.8,Mackerel,0,Hook & Line,Motorized,10.6,18,27.73,1.3,0.79,27.9,S,1.4,87,5,High,66.6,249.56,941.0,291.0
DEMO-00166,1,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7809,72.8954,HBR-MNG,525.7,Mackerel,1,Longline,Mechanized Trawler,12.4,7,29.45,0.77,0.47,18.1,S,2.5,78,7,High,127.9,263.51,17664.0,3417.0
DEMO-00167,9,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4645,83.6642,HBR-VSK,43.3,Tuna,1,Gillnet,Motorized,7.0,8,27.69,1.83,1.83,24.9,S,10.7,87,4,High,41.9,341.41,909.0,281.0
DEMO-00168,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8029,75.5973,HBR-KOC,68.8,Mackerel,1,Longline,Mechanized Trawler,10.3,7,28.21,2.45,1.16,11.5,W,9.2,94,6,High,149.8,263.36,2312.0,447.0
DEMO-00169,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5331,83.7176,HBR-VSK,49.8,Tuna,1,Longline,Mechanized Trawler,16.0,6,29.7,2.09,1.02,14.7,SW,6.3,87,1,High,125.7,330.58,1673.0,324.0
DEMO-00170,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5133,83.6605,HBR-VSK,53.8,Tuna,1,Trawl,Mechanized Trawler,13.4,16,29.45,1.9,1.51,17.8,SW,1.6,87,3,High,117.8,330.13,1808.0,350.0
DEMO-00171,9,monsoon,PFZ-03,Wadge Bank Special Zone,7.8858,77.1214,HBR-TUT,140.0,Tuna,1,Ring Seine,Mechanized Trawler,12.9,8,27.39,2.17,1.75,21.5,S,0.9,98,7,High,174.6,351.76,4704.0,910.0
DEMO-00172,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5372,83.7171,HBR-VSK,51.1,Tuna,1,Trawl,Mechanized Trawler,13.8,6,28.38,1.35,1.89,21.2,NE,12.9,87,1,High,79.8,370.97,1717.0,332.0
DEMO-00173,9,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8294,72.9173,HBR-MNG,541.9,Pomfret,0,Longline,Mechanized Trawler,12.1,17,28.95,1.54,1.79,26.1,NW,2.1,78,3,High,21.6,781.91,18208.0,3522.0
DEMO-00174,9,monsoon,PFZ-02,Mangaluru Shelf Front,12.8198,74.2302,HBR-MNG,66.0,Kingfish,1,Longline,Mechanized Trawler,19.0,8,28.2,1.06,1.66,29.7,NW,9.6,89,3,Medium,32.5,463.52,2218.0,429.0
DEMO-00175,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7955,77.1457,HBR-TUT,144.2,Tuna,1,Gillnet,Mechanized Trawler,10.9,8,27.95,1.97,1.26,12.7,S,18.1,98,14,High,125.6,390.39,4845.0,937.0
DEMO-00176,5,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6192,70.2162,HBR-VER,32.8,Pomfret,1,Trawl,Motorized,9.2,7,26.81,2.17,0.61,9.9,S,4.3,91,10,High,45.2,788.21,689.0,213.0
DEMO-00177,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.9074,77.2397,HBR-TUT,167.8,Kingfish,0,Longline,Mechanized Trawler,16.3,18,26.96,2.11,1.16,11.8,SW,5.6,98,13,Medium,99.2,454.59,5638.0,1091.0
DEMO-00178,5,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.6869,74.2556,HBR-MNG,55.5,Kingfish,1,Hook & Line,Mechanized Trawler,12.2,5,28.37,2.03,0.91,12.5,SW,1.1,89,2,Medium,67.3,485.94,1865.0,361.0
DEMO-00179,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.75,74.2859,HBR-MNG,58.6,Kingfish,1,Longline,Mechanized Trawler,11.8,16,29.25,0.6,1.56,24.4,S,3.2,89,7,Medium,24.0,532.6,1969.0,381.0
DEMO-00180,3,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8512,80.1871,HBR-CHN,148.8,Sardine,0,Trawl,Mechanized Trawler,13.7,7,28.9,1.18,0.95,10.1,NE,0.9,72,5,Medium,303.8,169.2,5000.0,967.0
DEMO-00181,4,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8422,80.1494,HBR-CHN,151.8,Pomfret,0,Gillnet,Mechanized Trawler,16.7,9,29.66,1.07,1.23,22.8,E,10.9,72,3,High,18.6,793.06,5100.0,987.0
DEMO-00182,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.8394,77.2795,HBR-TUT,166.4,Tuna,1,Longline,Mechanized Trawler,17.0,4,27.37,1.9,2.14,11.2,S,33.1,98,10,High,51.1,343.12,5591.0,1082.0
DEMO-00183,9,monsoon,PFZ-02,Mangaluru Shelf Front,12.7474,74.2209,HBR-MNG,58.4,Kingfish,1,Trawl,Mechanized Trawler,15.6,4,28.47,1.76,1.49,11.4,S,12.3,89,2,Medium,88.3,459.89,1962.0,380.0
DEMO-00184,2,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8888,80.1472,HBR-CHN,154.5,Pomfret,0,Trawl,Mechanized Trawler,16.7,5,29.5,1.44,1.73,16.1,S,8.4,72,9,High,33.5,825.41,5191.0,1004.0
DEMO-00185,11,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6024,70.1202,HBR-VER,38.5,Pomfret,1,Hook & Line,Mechanized Trawler,11.5,9,27.08,2.12,1.62,17.7,E,6.0,91,11,High,12.3,692.94,1294.0,250.0
DEMO-00186,11,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8122,77.2703,HBR-TUT,151.8,Tuna,1,Gillnet,Mechanized Trawler,16.3,17,27.71,2.46,1.37,13.7,S,3.3,98,8,High,141.0,356.39,5100.0,987.0
DEMO-00187,5,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7392,74.225,HBR-MNG,63.1,Kingfish,1,Longline,Mechanized Trawler,11.6,17,28.63,1.64,0.41,17.1,NE,6.5,89,10,Medium,63.6,505.65,2120.0,410.0
DEMO-00188,1,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8098,80.2123,HBR-CHN,151.0,Tuna,0,Ring Seine,Mechanized Trawler,14.8,19,29.7,0.85,1.57,14.6,NW,15.1,72,5,High,121.6,395.09,5074.0,982.0
DEMO-00189,1,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6071,70.0723,HBR-VER,33.9,Pomfret,1,Ring Seine,Motorized,10.7,12,28.83,1.77,0.81,14.9,E,0.2,91,5,High,40.9,806.87,712.0,220.0
DEMO-00190,1,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6832,70.1323,HBR-VER,39.2,Pomfret,1,Longline,Motorized,7.1,19,29.08,2.59,2.17,21.2,NE,13.8,91,13,High,10.9,757.63,823.0,255.0
DEMO-00191,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9207,72.7968,HBR-MNG,484.9,Mackerel,1,Longline,Mechanized Trawler,11.4,16,28.26,1.07,1.55,20.5,NE,6.2,78,7,High,85.7,252.9,16293.0,3152.0
DEMO-00192,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4231,83.7447,HBR-VSK,45.9,Tuna,1,Trawl,Mechanized Trawler,13.2,16,28.91,2.29,1.65,22.4,S,1.2,87,5,High,117.7,389.76,1542.0,298.0
DEMO-00193,8,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6268,70.0783,HBR-VER,40.3,Pomfret,1,Gillnet,Motorized,12.4,19,26.56,2.17,0.62,20.9,W,1.6,91,13,High,32.6,691.26,846.0,262.0
DEMO-00194,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9296,75.5248,HBR-KOC,81.6,Kingfish,0,Hook & Line,Mechanized Trawler,16.2,17,28.7,1.92,0.59,17.1,SE,11.9,94,6,Medium,53.7,512.24,2742.0,530.0
DEMO-00195,12,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7814,72.8037,HBR-MNG,547.1,Mackerel,1,Longline,Mechanized Trawler,13.5,19,28.71,1.41,1.03,15.1,S,25.5,78,1,High,113.9,249.38,18383.0,3556.0
DEMO-00196,3,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.711,74.2769,HBR-MNG,55.3,Kingfish,1,Hook & Line,Mechanized Trawler,12.8,6,28.13,1.79,1.07,16.4,N,2.0,89,4,Medium,39.5,515.98,1858.0,359.0
DEMO-00197,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.6931,74.3198,HBR-MNG,55.0,Kingfish,1,Trawl,Mechanized Trawler,14.5,5,28.56,1.52,1.75,18.2,S,3.5,89,14,Medium,54.5,394.69,1848.0,358.0
DEMO-00198,12,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8202,75.6061,HBR-KOC,71.1,Tuna,1,Trawl,Mechanized Trawler,15.2,16,28.73,2.42,1.21,12.9,E,4.2,94,9,High,159.3,375.8,2389.0,462.0
DEMO-00199,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6902,74.2514,HBR-MNG,63.8,Kingfish,1,Gillnet,Mechanized Trawler,17.9,7,27.94,1.79,1.83,15.8,W,3.1,89,5,Medium,73.3,506.47,2144.0,415.0
DEMO-00200,4,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7993,80.2521,HBR-CHN,135.5,Mackerel,0,Hook & Line,Mechanized Trawler,11.7,5,29.58,0.57,0.2,18.3,NW,6.5,72,2,High,88.1,277.76,4553.0,881.0
DEMO-00201,2,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8053,72.8049,HBR-MNG,460.4,Mackerel,1,Trawl,Mechanized Trawler,15.3,17,29.55,1.37,0.86,20.0,S,0.5,78,1,High,195.0,289.62,15469.0,2993.0
DEMO-00202,1,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6764,74.2666,HBR-MNG,65.7,Sardine,0,Longline,Mechanized Trawler,16.1,5,27.05,1.22,1.87,19.5,NE,1.1,89,5,Medium,130.9,166.1,2208.0,427.0
